City,Latitude,Longitude,City_ID,Country_ID
Mönchengladbach,51.200000762939453,6.4333000183105469,52,2
Mühlhausen,51.216701507568359,10.449999809265137,53,2
Idar-Oberstein,49.701900482177734,7.3253002166748047,54,2
Forchheim,49.719699859619141,11.058099746704102,55,2
Velbert,51.340000152587891,7.041600227355957,56,2
Pirmasens,49.200000762939453,7.5999999046325684,57,2
Zielona Góra,51.939701080322266,15.505000114440918,58,1
Kwidzyn,53.735801696777344,18.93079948425293,59,1
Wroclaw,51.107700347900391,17.035299301147461,60,1
Wegberg,51.13330078125,6.2666997909545898,61,2
Reinbek,53.508899688720703,10.248299598693848,62,2
Tuttlingen,47.985000610351563,8.8233003616333008,63,2
Ennepetal,51.302101135253906,7.3425002098083496,64,2
Mainz,50,8.2711000442504883,65,2
Chelmno,53.349201202392578,18.42609977722168,66,1
Szczytno,53.562801361083984,20.985300064086914,67,1
Bochnia,49.983299255371094,20.433300018310547,68,1
Mühldorf,48.245601654052734,12.522800445556641,69,2
Wolfsburg,52.423099517822266,10.787199974060059,70,2
Lünen,51.61669921875,7.5166997909545898,71,2
Landshut,48.539699554443359,12.150799751281738,72,2
Düsseldorf,51.231098175048828,6.77239990234375,73,2
Freiburg im Breisgau,47.994701385498047,7.8496999740600586,74,2
Flensburg,54.781898498535156,9.4366998672485352,75,2
Kassel,51.315799713134766,9.4979000091552734,76,2
Gaggenau,48.803901672363281,8.3193998336791992,77,2
Freiberg,50.911899566650391,13.342800140380859,78,2
Ostroleka,53.083301544189453,21.566699981689453,79,1
Hamburg,53.549999237060547,10,80,2
Pforzheim,48.895000457763672,8.7049999237060547,81,2
Lippstadt,51.666698455810547,8.3500003814697266,82,2
Biberach,48.098098754882813,9.788599967956543,83,2
Luckenwalde,52.083099365234375,13.16670036315918,84,2
Fürstenwalde,52.36669921875,14.066699981689453,85,2
Plauen,50.494998931884766,12.138299942016602,86,2
Kornwestheim,48.859699249267578,9.1850004196166992,87,2
Holzminden,51.829700469970703,9.4483003616333008,88,2
Chelmza,53.200000762939453,18.600000381469727,89,1
Gniezno,52.533298492431641,17.600000381469727,90,1
Lancut,50.068698883056641,22.229099273681641,91,1
Bad Dürkheim,49.461799621582031,8.1724004745483398,92,2
Brandenburg,52.411701202392578,12.556099891662598,93,2
Rodgau,50.025600433349609,8.8840999603271484,94,2
Herne,51.542598724365234,7.2189998626708984,95,2
Recklinghausen,51.61669921875,7.1999998092651367,96,2
Karlsruhe,49.016700744628906,8.3999996185302734,97,2
Witten,51.433300018310547,7.3333001136779785,98,2
Memmingen,47.987800598144531,10.181099891662598,99,2
Nürtingen,48.626701354980469,9.3353004455566406,100,2
Niederkassel,50.816699981689453,7.0332999229431152,101,2
Bretten,49.036399841308594,8.7061004638671875,102,2
Duisburg,51.432201385498047,6.7610998153686523,103,2
Krzeszowice,50.13330078125,19.63330078125,104,1
Opoczno,51.38330078125,20.283300399780273,105,1
Boleslawiec,51.266700744628906,15.566699981689453,106,1
Ciechocinek,52.88330078125,18.783300399780273,107,1
Tychy,50.166698455810547,19,108,1
Kostrzyn nad Odra,52.588298797607422,14.66670036315918,109,1
Burgdorf,52.450000762939453,10.008299827575684,110,2
Bad Reichenhall,47.724700927734375,12.876899719238281,111,2
Wilhelmshaven,53.516700744628906,8.1332998275756836,112,2
Forst,51.733299255371094,14.633299827575684,113,2
Löhne,52.200000762939453,8.6999998092651367,114,2
Warendorf,51.953899383544922,7.9932999610900879,115,2
Bergkamen,51.61669921875,7.6332998275756836,116,2
Donauwörth,48.718399047851563,10.777000427246094,117,2
Walbrzych,50.766700744628906,16.283300399780273,118,1
Krefeld,51.333301544189453,6.5666999816894531,119,2
Melle,52.203098297119141,8.3360996246337891,120,2
Kaarst,51.227798461914063,6.6272997856140137,121,2
Lehrte,52.372501373291016,9.9769001007080078,122,2
Hennigsdorf,52.637798309326172,13.20359992980957,123,2
Stendal,52.599998474121094,11.850000381469727,124,2
Pleszew,51.89739990234375,17.785600662231445,125,1
Lubon,52.333301544189453,16.88330078125,126,1
Warka,51.783298492431641,21.200000762939453,127,1
Bialystok,53.11669921875,23.16670036315918,128,1
Swiedbodzin,52.25,15.533300399780273,129,1
Ditzingen,48.826400756835938,9.0666999816894531,130,2
Leimen,49.348098754882813,8.6911001205444336,131,2
Mörfelden-Walldorf,49.989601135253906,8.5661001205444336,132,2
Rostock,54.083301544189453,12.133299827575684,133,2
Filderstadt,48.666698455810547,9.2166996002197266,134,2
Schwabach,49.329200744628906,11.02079963684082,135,2
Pabianice,51.664199829101563,19.350000381469727,136,1
Sieradz,51.599998474121094,18.75,137,1
Jelenia Góra,50.900001525878906,15.73330020904541,138,1
Siedlce,52.183300018310547,22.283300399780273,139,1
Frechen,50.916698455810547,6.8166999816894531,140,2
Beckum,51.75579833984375,8.0408000946044922,141,2
Leonberg,48.801399230957031,9.0130996704101563,142,2
Warstein,51.450000762939453,8.3667001724243164,143,2
Swiecie,53.416698455810547,18.433300018310547,144,1
Brzeg,50.86669921875,17.483299255371094,145,1
Rumia,54.566699981689453,18.399999618530273,146,1
Mikolów,50.171001434326172,18.90410041809082,147,1
Gorlice,49.655601501464844,21.160400390625,148,1
Wolsztyn,52.11669921875,16.11669921875,149,1
Neunkirchen,49.344799041748047,7.1799001693725586,150,2
Lohmar,50.841499328613281,7.2165999412536621,151,2
Heide,54.196098327636719,9.0932998657226563,152,2
Traunstein,47.868301391601563,12.64330005645752,153,2
Bad Neuenahr-Ahrweiler,50.544700622558594,7.1132998466491699,154,2
Zittau,50.896099090576172,14.80720043182373,155,2
Lichtenfels,50.13330078125,11.033300399780273,156,2
Backnang,48.946399688720703,9.4306001663208008,157,2
Achern,48.631401062011719,8.0739002227783203,158,2
Tarnowskie Góry,50.450000762939453,18.86669921875,159,1
Naklo nad Notecia,53.142101287841797,17.601800918579102,160,1
Dorsten,51.659999847412109,6.9642000198364258,161,2
Eschwege,51.188098907470703,10.052800178527832,162,2
Kreuztal,50.962001800537109,8.0064001083374023,163,2
Böblingen,48.683300018310547,9,164,2
Espelkamp,52.377201080322266,8.6328001022338867,165,2
Wermelskirchen,51.139198303222656,7.2051000595092773,166,2
Coesfeld,51.94580078125,7.1675000190734863,167,2
Wittlich,49.986900329589844,6.8896999359130859,168,2
Pultusk,52.702499389648438,21.082799911499023,169,1
Konstancin-Jeziorna,52.093799591064453,21.117599487304688,170,1
Langenhagen,52.439399719238281,9.7399997711181641,171,2
Rheinbach,50.625598907470703,6.9491000175476074,172,2
Helmstedt,52.228099822998047,11.010600090026855,173,2
Lennestadt,51.123600006103516,8.0680999755859375,174,2
Bochum,51.483299255371094,7.2167000770568848,175,2
Pfaffenhofen,48.533298492431641,11.51669979095459,176,2
Neuburg,48.733299255371094,11.183300018310547,177,2
Hamm,51.666698455810547,7.8166999816894531,178,2
Merzig,49.447101593017578,6.631199836730957,179,2
Jaworzno,50.200000762939453,19.274999618530273,180,1
Koscian,52.083301544189453,16.649999618530273,181,1
Geislingen an der Steige,48.624401092529297,9.8305997848510742,182,2
Strausberg,52.580799102783203,13.881400108337402,183,2
Pfungstadt,49.805599212646484,8.6043996810913086,184,2
Kamen,51.591701507568359,7.6652998924255371,185,2
Geilenkirchen,50.965301513671875,6.1194000244140625,186,2
Geesthacht,53.438098907470703,10.374699592590332,187,2
Oberhausen,51.469898223876953,6.8513998985290527,188,2
Horb am Neckar,48.444999694824219,8.6911001205444336,189,2
Bad Salzuflen,52.087501525878906,8.7505998611450195,190,2
Bocholt,51.833301544189453,6.6167001724243164,191,2
Swinoujscie,53.916698455810547,14.25,192,1
Miedzyrzec Podlaski,51.983299255371094,22.799999237060547,193,1
Trzebnica,51.305000305175781,17.061399459838867,194,1
Siemiatycze,52.427200317382813,22.862499237060547,195,1
Klodzko,50.437801361083984,16.652799606323242,196,1
Ciechanów,52.881698608398438,20.610599517822266,197,1
Annaberg-Buchholz,50.580001831054688,13.002200126647949,198,2
Friedrichshafen,47.654201507568359,9.4792003631591797,199,2
Gronau,52.212501525878906,7.0416998863220215,200,2
Werl,51.552799224853516,7.9138998985290527,201,2
Eschweiler,50.816699981689453,6.2832999229431152,202,2
Wuppertal,51.266700744628906,7.1833000183105469,203,2
Gostynin,52.416698455810547,19.466699600219727,204,1
Torun,53.016700744628906,18.61669921875,205,1
Meppen,52.690601348876953,7.2909998893737793,206,2
Sundern,51.316699981689453,8,207,2
Hildesheim,52.150001525878906,9.9499998092651367,208,2
Salzkotten,51.670799255371094,8.6047000885009766,209,2
Goslar,51.905998229980469,10.429200172424316,210,2
Buxtehude,53.476898193359375,9.7011003494262695,211,2
Altenburg,50.985000610351563,12.433300018310547,212,2
Prudnik,50.319698333740234,17.579200744628906,213,1
Sigmaringen,48.086700439453125,9.216400146484375,214,2
Pinneberg,53.659099578857422,9.8009004592895508,215,2
Bramsche,52.408901214599609,7.9727997779846191,216,2
Waiblingen,48.830299377441406,9.3169002532958984,217,2
Starogard Gdanski,53.966701507568359,18.533300399780273,218,1
Biskupiec,53.864700317382813,20.956899642944336,219,1
Bielsk Podlaski,52.766700744628906,23.200000762939453,220,1
Sopot,54.441898345947266,18.547800064086914,221,1
Neustadt am Rübenberge,52.505500793457031,9.4636001586914063,222,2
Frankfurt (Oder),52.349998474121094,14.550000190734863,223,2
Norden,53.596698760986328,7.2055997848510742,224,2
Freudenstadt,48.463298797607422,8.4111003875732422,225,2
Delbrück,51.766700744628906,8.5666999816894531,226,2
Koszalin,54.190299987792969,16.181699752807617,227,1
Gniew,53.833301544189453,18.83329963684082,228,1
Leczna,51.299999237060547,22.88330078125,229,1
Jawor,51.049999237060547,16.183300018310547,230,1
Gluszyca,50.687400817871094,16.371700286865234,231,1
Wloclawek,52.650001525878906,19.049999237060547,232,1
Hohen Neuendorf,52.666698455810547,13.283100128173828,233,2
Petershagen,52.38330078125,8.9666996002197266,234,2
Steinfurt,52.150398254394531,7.3365998268127441,235,2
Oberursel,50.202800750732422,8.576899528503418,236,2
Andernach,50.439701080322266,7.4017000198364258,237,2
Germering,48.13330078125,11.366700172424316,238,2
Griesheim,49.859401702880859,8.5524997711181641,239,2
Sosnowiec,50.299999237060547,19.16670036315918,240,1
Police,53.549999237060547,14.570799827575684,241,1
Willich,51.263099670410156,6.5492000579833984,242,2
Halle,51.482799530029297,11.969699859619141,243,2
Erfurt,50.97869873046875,11.03279972076416,244,2
Porta Westfalica,52.216701507568359,8.9333000183105469,245,2
Friedrichsdorf,50.256900787353516,8.6417999267578125,246,2
Bad Salzungen,50.811698913574219,10.23330020904541,247,2
Gießen,50.583301544189453,8.6667003631591797,248,2
Erkelenz,51.080001831054688,6.3155999183654785,249,2
Gifhorn,52.488601684570313,10.54640007019043,250,2
Heidenheim,48.676101684570313,10.154399871826172,251,2
Delitzsch,51.526401519775391,12.342499732971191,252,2
Olching,48.200000762939453,11.316699981689453,253,2
Aichach,48.450000762939453,11.133299827575684,254,2
Gryfów Slaski,51.030799865722656,15.420200347900391,255,1
Wagrowiec,52.799999237060547,17.200000762939453,256,1
Bytów,54.166698455810547,17.5,257,1
Kluczbork,50.983299255371094,18.216699600219727,258,1
Meerbusch,51.266700744628906,6.6666998863220215,259,2
Bautzen,51.181400299072266,14.42389965057373,260,2
Goch,51.68389892578125,6.1619000434875488,261,2
Calw,48.714401245117188,8.7375001907348633,262,2
Neckarsulm,49.191699981689453,9.2243995666503906,263,2
Neustadt,49.349998474121094,8.1499996185302734,264,2
Siegen,50.875598907470703,8.0166997909545898,265,2
Passau,48.566699981689453,13.466699600219727,266,2
Bietigheim-Bissingen,48.966701507568359,9.1332998275756836,267,2
Rietberg,51.799999237060547,8.4333000183105469,268,2
Westerstede,53.25,7.9166998863220215,269,2
Zychlin,52.24530029296875,19.623600006103516,270,1
Ozimek,50.673099517822266,18.213100433349609,271,1
Zgorzelec,51.152801513671875,15,272,1
Kobylka,52.339500427246094,21.195899963378906,273,1
Nysa,50.473800659179688,17.334400177001953,274,1
Neumarkt,49.283298492431641,11.466699600219727,275,2
Bitterfeld,51.61669921875,12.316699981689453,276,2
Kerpen,50.871898651123047,6.6961002349853516,277,2
Ibbenbüren,52.277801513671875,7.7167000770568848,278,2
Neubrandenburg,53.556900024414063,13.260800361633301,279,2
Neu Isenburg,50.055801391601563,8.6970996856689453,280,2
Dreieich,50.018901824951172,8.6961002349853516,281,2
Kitzingen,49.733299255371094,10.16670036315918,282,2
Rheda-Wiedenbrück,51.841701507568359,8.3000001907348633,283,2
Wetzlar,50.566699981689453,8.5,284,2
Leczyca,52.058300018310547,19.200000762939453,285,1
Braniewo,54.38330078125,19.83329963684082,286,1
Belzyce,51.183300018310547,22.266700744628906,287,1
Datteln,51.653900146484375,7.3417000770568848,288,2
Waldshut-Tiengen,47.623100280761719,8.2144002914428711,289,2
Minden,52.288299560546875,8.9167003631591797,290,2
Jena,50.927200317382813,11.586400032043457,291,2
Dillingen,48.566699981689453,10.466699600219727,292,2
Coburg,50.2666015625,10.96660041809082,293,2
Biala Podlaska,52.033298492431641,23.11669921875,294,1
Ziebice,50.599998474121094,17.044399261474609,295,1
Cieszyn,49.75,18.63330078125,296,1
Pulawy,51.416599273681641,21.969400405883789,297,1
Korschenbroich,51.183300018310547,6.5166997909545898,298,2
Regensburg,49.016700744628906,12.08329963684082,299,2
Senftenberg,51.516700744628906,14.01669979095459,300,2
Mühlacker,48.950000762939453,8.8392000198364258,301,2
Ketrzyn,54.083301544189453,21.38330078125,302,1
Zlotoryja,51.126399993896484,15.9197998046875,303,1
Milanówek,52.124298095703125,20.665399551391602,304,1
Plock,52.549999237060547,19.700000762939453,305,1
Katowice,50.25,19,306,1
Dabrowa Górnicza,50.323898315429688,19.194700241088867,307,1
Offenburg,48.470798492431641,7.9408001899719238,308,2
Kamp-Lintfort,51.5,6.5332999229431152,309,2
Selm,51.683300018310547,7.4833002090454102,310,2
Bamberg,49.891700744628906,10.89169979095459,311,2
Frankfurt,50.113601684570313,8.6796998977661133,312,2
Gevelsberg,51.326499938964844,7.3558998107910156,313,2
Osterholz-Scharmbeck,53.226898193359375,8.7946996688842773,314,2
Vechta,52.730598449707031,8.288599967956543,315,2
Dingolfing,48.63330078125,12.5,316,2
Würselen,50.824699401855469,6.127500057220459,317,2
Kutno,52.233299255371094,19.36669921875,318,1
Piastów,52.183300018310547,20.850000381469727,319,1
Ahlen,51.763301849365234,7.8910999298095703,320,2
Görlitz,51.152801513671875,14.987199783325195,321,2
Schwedt (Oder),53.063098907470703,14.283100128173828,322,2
Nordhausen,51.505001068115234,10.791099548339844,323,2
Leipzig,51.349998474121094,12.383299827575684,324,2
Tübingen,48.520000457763672,9.0556001663208008,325,2
Meschede,51.350299835205078,8.283599853515625,326,2
Unna,51.534698486328125,7.6888999938964844,327,2
Fürth,49.478298187255859,10.990300178527832,328,2
Polaniec,50.433300018310547,21.283300399780273,329,1
Glucholazy,50.313098907470703,17.374200820922852,330,1
Laziska Górne,50.150001525878906,18.83329963684082,331,1
Dachau,48.260299682617188,11.434200286865234,332,2
Balingen,48.273101806640625,8.8506002426147461,333,2
Kaufbeuren,47.880001068115234,10.622500419616699,334,2
Waltrop,51.61669921875,7.3832998275756836,335,2
Cloppenburg,52.847801208496094,8.0438995361328125,336,2
Königswinter,50.683300018310547,7.1833000183105469,337,2
Wolfenbüttel,52.162200927734375,10.536899566650391,338,2
Nowe Miasto Lubawskie,53.416698455810547,19.58329963684082,339,1
Radom,51.403598785400391,21.156700134277344,340,1
Schönebeck,52.016700744628906,11.75,341,2
Parchim,53.416698455810547,11.83329963684082,342,2
Stralsund,54.299999237060547,13.08329963684082,343,2
Heilbronn,49.140399932861328,9.2180004119873047,344,2
Olpe,51.028900146484375,7.8513998985290527,345,2
Aschaffenburg,49.975700378417969,9.1478004455566406,346,2
Tönisvorst,51.32080078125,6.4931001663208008,347,2
Dülmen,51.830799102783203,7.2782998085021973,348,2
Mosbach,49.349998474121094,9.1332998275756836,349,2
Deggendorf,48.835300445556641,12.964400291442871,350,2
Detmold,51.937801361083984,8.8832998275756836,351,2
Hilden,51.171398162841797,6.9394001960754395,352,2
Homburg,49.316699981689453,7.3333001136779785,353,2
Reutlingen,48.483299255371094,9.2166996002197266,354,2
Aachen,50.776199340820313,6.0837998390197754,355,2
Radolfzell am Bodensee,47.736900329589844,8.9696998596191406,356,2
Esslingen,48.7406005859375,9.3107995986938477,357,2
Naumburg,51.152099609375,11.809800148010254,358,2
Riesa,51.308101654052734,13.293899536132813,359,2
Siegburg,50.801399230957031,7.2044000625610352,360,2
Pulheim,51,6.8000001907348633,361,2
Bergheim,50.966701507568359,6.6500000953674316,362,2
Wesel,51.658599853515625,6.617800235748291,363,2
Bayreuth,49.948101043701172,11.578300476074219,364,2
Emden,53.366901397705078,7.2060999870300293,365,2
Brzeg Dolny,51.272998809814453,16.708099365234375,366,1
Strzegom,51,16.33329963684082,367,1
Miedzyrzecz,52.444599151611328,15.578000068664551,368,1
Chelm,51.13330078125,23.483299255371094,369,1
Kalisz,51.756999969482422,18.083000183105469,370,1
Krapkowice,50.475101470947266,17.965400695800781,371,1
Heppenheim,49.641498565673828,8.6450004577636719,372,2
Hückelhoven,51.060798645019531,6.2196998596191406,373,2
Wetter (Ruhr),51.388099670410156,7.3949999809265137,374,2
Freising,48.402801513671875,11.748900413513184,375,2
Potsdam,52.400001525878906,13.066699981689453,376,2
Elblag,54.166698455810547,19.399999618530273,377,1
Wieliczka,49.989398956298828,20.066099166870117,378,1
Viersen,51.255599975585938,6.3916997909545898,379,2
Greven,52.091701507568359,7.6083002090454102,380,2
Marktoberdorf,47.766700744628906,10.616700172424316,381,2
Prenzlau,53.316699981689453,13.866700172424316,382,2
Stade,53.600799560546875,9.4764003753662109,383,2
Staßfurt,51.86669921875,11.566699981689453,384,2
Brilon,51.395599365234375,8.5677995681762695,385,2
Hamminkeln,51.731899261474609,6.5907998085021973,386,2
Bühl,48.695301055908203,8.1350002288818359,387,2
Heiligenhaus,51.326499938964844,6.9710001945495605,388,2
Iserlohn,51.38330078125,7.6666998863220215,389,2
Nidzica,53.358299255371094,20.424999237060547,390,1
Otwock,52.11669921875,21.266700744628906,391,1
Kórnik,52.236698150634766,17.098600387573242,392,1
Legnica,51.210098266601563,16.161899566650391,393,1
Mechernich,50.599998474121094,6.6500000953674316,394,2
Bremerhaven,53.549999237060547,8.5832996368408203,395,2
Schweinfurt,50.049999237060547,10.23330020904541,396,2
Schwäbisch Hall,49.112201690673828,9.7375001907348633,397,2
Maintal,50.150001525878906,8.8332996368408203,398,2
Ostrów Mazowiecka,52.799999237060547,21.899999618530273,399,1
Brzozów,49.695301055908203,22.019399642944336,400,1
Gdansk,54.36669921875,18.63330078125,401,1
Krynica,49.422199249267578,20.959400177001953,402,1
Wisla,49.666698455810547,18.86669921875,403,1
Arnsberg,51.396701812744141,8.0643997192382813,404,2
Kempen,51.365798950195313,6.4194002151489258,405,2
Fellbach,48.808601379394531,9.2757997512817383,406,2
Schwerin,53.63330078125,11.41670036315918,407,2
Weimar,50.983299255371094,11.316699981689453,408,2
Hagen,51.359401702880859,7.4749999046325684,409,2
Ostfildern,48.722801208496094,9.2630996704101563,410,2
Erftstadt,50.816699981689453,6.7666997909545898,411,2
Kraków,50.0614013671875,19.937200546264648,412,1
Vaihingen an der Enz,48.93280029296875,8.9563999176025391,413,2
Greifswald,54.083301544189453,13.383299827575684,414,2
Neustadt,48.811100006103516,9.3655996322631836,415,2
Ettlingen,48.933300018310547,8.3999996185302734,416,2
Chemnitz,50.833301544189453,12.91670036315918,417,2
Belchatów,51.36669921875,19.36669921875,418,1
Elk,53.816699981689453,22.350000381469727,419,1
Lubsko,51.787700653076172,14.972399711608887,420,1
Malbork,54.028499603271484,19.044399261474609,421,1
Kielce,50.872501373291016,20.631900787353516,422,1
Koblenz,50.359699249267578,7.5977997779846191,423,2
Konstanz,47.663299560546875,9.1752996444702148,424,2
Zweibrücken,49.249401092529297,7.3607997894287109,425,2
Gütersloh,51.900001525878906,8.3832998275756836,426,2
Sangerhausen,51.466701507568359,11.300000190734863,427,2
Lübeck,53.869701385498047,10.686400413513184,428,2
Heidelberg,49.412200927734375,8.7100000381469727,429,2
Uelzen,52.964698791503906,10.565799713134766,430,2
Wittmund,53.574699401855469,7.7807998657226563,431,2
Rheine,52.283298492431641,7.4333000183105469,432,2
Schmallenberg,51.13330078125,8.3000001907348633,433,2
Szczecin,53.424701690673828,14.555299758911133,434,1
Wegorzewo,54.216701507568359,21.75,435,1
Bielsko-Biala,49.822498321533203,19.044399261474609,436,1
Bad Kissingen,50.200000762939453,10.066699981689453,437,2
Euskirchen,50.659698486328125,6.7916998863220215,438,2
Amberg,49.444400787353516,11.848299980163574,439,2
Langenfeld,51.11669921875,6.9499998092651367,440,2
Wangen im Allgäu,47.685798645019531,9.8341999053955078,441,2
Dietzenbach,50.008598327636719,8.7756004333496094,442,2
Kleve,51.790000915527344,6.1399998664855957,443,2
Arnstadt,50.834201812744141,10.946399688720703,444,2
Lebork,54.549999237060547,17.75,445,1
Bialogard,54.006999969482422,15.987500190734863,446,1
Tarnów,50.012500762939453,20.988300323486328,447,1
Czestochowa,50.799999237060547,19.11669921875,448,1
Sankt Ingbert,49.299999237060547,7.1167001724243164,449,2
Höxter,51.766700744628906,9.3667001724243164,450,2
Ingolstadt,48.763599395751953,11.42609977722168,451,2
Ludwigshafen,49.481098175048828,8.4352998733520508,452,2
Saarbrücken,49.233299255371094,7,453,2
Starnberg,47.997200012207031,11.34060001373291,454,2
Bremen,53.115299224853516,8.7974996566772461,455,2
Bad Tölz,47.760299682617188,11.556699752807617,456,2
Steinheim am Main,50.125701904296875,8.8299999237060547,457,2
Zeitz,51.047798156738281,12.138299942016602,458,2
Rheinberg,51.546699523925781,6.6005997657775879,459,2
Lindau,47.545799255371094,9.6838998794555664,460,2
Hoyerswerda,51.433101654052734,14.25,461,2
Schwelm,51.290401458740234,7.2972002029418945,462,2
Gladbeck,51.571300506591797,6.9826998710632324,463,2
Neu-Ulm,48.38330078125,10,464,2
Meiningen,50.549999237060547,10.41670036315918,465,2
Suwalki,54.083301544189453,22.933300018310547,466,1
Overath,50.950000762939453,7.3000001907348633,467,2
Radebeul,51.103298187255859,13.670000076293945,468,2
Lauf,49.510299682617188,11.277199745178223,469,2
Unterschleißheim,48.283298492431641,11.566699981689453,470,2
Völklingen,49.25,6.8333001136779785,471,2
Bernburg,51.799999237060547,11.73330020904541,472,2
Rawa Mazowiecka,51.766700744628906,20.25,473,1
Stary Sacz,49.5625,20.63640022277832,474,1
Landau,49.19940185546875,8.1231002807617188,475,2
Winnenden,48.876399993896484,9.3978004455566406,476,2
Northeim,51.706699371337891,10.001099586486816,477,2
Gera,50.878200531005859,12.082400321960449,478,2
Eisenach,50.974700927734375,10.324399948120117,479,2
Troisdorf,50.81610107421875,7.1556000709533691,480,2
Aalen,48.837200164794922,10.093600273132324,481,2
Hürth,50.877498626708984,6.8761000633239746,482,2
Zirndorf,49.450000762939453,10.949999809265137,483,2
Einbeck,51.816699981689453,9.8667001724243164,484,2
Viernheim,49.537998199462891,8.5791997909545898,485,2
Swidnica,50.843799591064453,16.48859977722168,486,1
Kety,49.882099151611328,19.223300933837891,487,1
Jelcz-Laskowice,51.033298492431641,17.33329963684082,488,1
Achim,53.01300048828125,9.0329999923706055,489,2
Günzburg,48.452499389648438,10.271100044250488,490,2
Itzehoe,53.924999237060547,9.5164003372192383,491,2
Wernigerode,51.834999084472656,10.785300254821777,492,2
Sankt Wendel,49.466701507568359,7.1666998863220215,493,2
Mülheim,51.428298950195313,6.8789000511169434,494,2
Wiesloch,49.294200897216797,8.6983003616333008,495,2
Weißenfels,51.200000762939453,11.966699600219727,496,2
Soest,51.571098327636719,8.1091995239257813,497,2
Nuremberg,49.452800750732422,11.077799797058105,498,2
Celle,52.625598907470703,10.082500457763672,499,2
Deblin,51.566699981689453,21.861400604248047,500,1
Ostrowiec Swietokrzyski,50.933300018310547,21.399999618530273,501,1
Hajnówka,52.733299255371094,23.566699981689453,502,1
Bruchsal,49.13330078125,8.6000003814697266,503,2
Göttingen,51.533901214599609,9.9356002807617188,504,2
Idstein,50.220600128173828,8.269200325012207,505,2
Korbach,51.271900177001953,8.8731002807617188,506,2
Oldenburg,53.143901824951172,8.2138996124267578,507,2
Herten,51.599998474121094,7.1332998275756836,508,2
Emmendingen,48.12139892578125,7.8491997718811035,509,2
Friedberg,50.335300445556641,8.755000114440918,510,2
Kamien Pomorski,53.969699859619141,14.785799980163574,511,1
Nowy Targ,49.483299255371094,20.033300399780273,512,1
Bergisch Gladbach,50.99169921875,7.1367001533508301,513,2
Sprockhövel,51.361400604248047,7.2439999580383301,514,2
Peine,52.320301055908203,10.233599662780762,515,2
Wiesbaden,50.082500457763672,8.2399997711181641,516,2
Schleswig,54.515300750732422,9.5697002410888672,517,2
Suhl,50.610599517822266,10.693099975585938,518,2
Seelze,52.396099090576172,9.5980997085571289,519,2
Swidnik,51.233299255371094,22.700000762939453,520,1
